reviewerID,asin,overall,reviewText,summary,sentiment,review_word_count,full_review,text_for_vader,text_for_textblob,text_for_swn,vader_pred,vader_compound,textblob_pred,textblob_polarity,swn_score,swn_pred
A26M3TN8QICJ3K,B00DM8KQ2Y,5.0,"Awesome, exactly what I needed",Five Stars,Positive,5,"Five Stars Awesome, exactly what I needed","Five Stars Awesome, exactly what I needed",five star awesome exactly what needed,"five stars awesome, exactly what i needed",Positive,0.6249,Positive,0.625,0.8489583333333333,Positive
A1H2V1GNEY4LZ0,B0015S4KIO,5.0,Fitted perfectly!,Very reasonable priced!,Positive,2,Very reasonable priced! Fitted perfectly!,Very reasonable priced! Fitted perfectly!,very reasonable priced fitted perfectly,very reasonable priced! fitted perfectly!,Positive,0.6988,Positive,0.63,1.0138888888888888,Positive
A1Y4UNHRP312HS,B004UB1O9Q,5.0,"This OEM filter works perfectly as expected. It supplies great tasting water and removes many toxins, according to the literature that accompanies them.",It supplies great tasting water and removes many toxins,Positive,23,"It supplies great tasting water and removes many toxins This OEM filter works perfectly as expected. It supplies great tasting water and removes many toxins, according to the literature that accompanies them.","It supplies great tasting water and removes many toxins This OEM filter works perfectly as expected. It supplies great tasting water and removes many toxins, according to the literature that accompanies them.",it supply great tasting water and remove many toxin this oem filter work perfectly a expected it supply great tasting water and remove many toxin according to the literature that accompanies them,"it supplies great tasting water and removes many toxins this oem filter works perfectly as expected. it supplies great tasting water and removes many toxins, according to the literature that accompanies them.",Positive,0.9246,Positive,0.5,0.9872685185185184,Positive
A26M3TN8QICJ3K,B00DM8JA7Q,5.0,Excellent! Exactly what I needed.,Five Stars,Positive,5,Five Stars Excellent! Exactly what I needed.,Five Stars Excellent! Exactly what I needed.,five star excellent exactly what needed,five stars excellent! exactly what i needed.,Positive,0.6114,Positive,0.625,1.0989583333333335,Positive
A21TPY9BVC9IKZ,B0014CN8Y8,5.0,"So, this is what life comes down to when you are 50 years old:  reviewing dryer vent cleaners while sitting at your kitchen table waiting for American Idol.  This is not what I envisioned when I was 12, I can tell you that much.  You kids who think it won't happen to you?

It will.  Sorry to burst your bubble.

That said, the product works great.  Our dryer pretty much stopped working and we were thinking we needed a new one, which was seriously going to eat into my plastic surgery budget.  One last shot before a trip to the appliance store was this Gardus LintEater.  My husband, who is not the handy one of the family, had to do the work as I have a torn labrum.  (Which sounds dirtier than it is - that's part of your shoulder.)  He, the clumsiest man in the world, had absolutely no problem using this.  I warned him to read the directions first, and he actually listened and followed.  He hooked it up to the drill, and away he went.  He got a bunch of musty, wet lint that had probably been up inside the wall since 1977  - probably consisting of bell bottom material and macram.

Now our dryer actually dries clothes again, and I can continue to save for my facelift. Thank you Gardus.",Eats Lint,Positive,224,"Eats Lint So, this is what life comes down to when you are 50 years old:  reviewing dryer vent cleaners while sitting at your kitchen table waiting for American Idol.  This is not what I envisioned when I was 12, I can tell you that much.  You kids who think it won't happen to you?

It will.  Sorry to burst your bubble.

That said, the product works great.  Our dryer pretty much stopped working and we were thinking we needed a new one, which was seriously going to eat into my plastic surgery budget.  One last shot before a trip to the appliance store was this Gardus LintEater.  My husband, who is not the handy one of the family, had to do the work as I have a torn labrum.  (Which sounds dirtier than it is - that's part of your shoulder.)  He, the clumsiest man in the world, had absolutely no problem using this.  I warned him to read the directions first, and he actually listened and followed.  He hooked it up to the drill, and away he went.  He got a bunch of musty, wet lint that had probably been up inside the wall since 1977  - probably consisting of bell bottom material and macram.

Now our dryer actually dries clothes again, and I can continue to save for my facelift. Thank you Gardus.","Eats Lint So, this is what life comes down to when you are 50 years old:  reviewing dryer vent cleaners while sitting at your kitchen table waiting for American Idol.  This is not what I envisioned when I was 12, I can tell you that much.  You kids who think it won't happen to you?

It will.  Sorry to burst your bubble.

That said, the product works great.  Our dryer pretty much stopped working and we were thinking we needed a new one, which was seriously going to eat into my plastic surgery budget.  One last shot before a trip to the appliance store was this Gardus LintEater.  My husband, who is not the handy one of the family, had to do the work as I have a torn labrum.  (Which sounds dirtier than it is - that's part of your shoulder.)  He, the clumsiest man in the world, had absolutely no problem using this.  I warned him to read the directions first, and he actually listened and followed.  He hooked it up to the drill, and away he went.  He got a bunch of musty, wet lint that had probably been up inside the wall since 1977  - probably consisting of bell bottom material and macram.

Now our dryer actually dries clothes again, and I can continue to save for my facelift. Thank you Gardus.",eats lint so this is what life come down to when you are year old reviewing dryer vent cleaner while sitting at your kitchen table waiting for american idol this is not what envisioned when wa can tell you that much you kid who think it wont happen to you it will sorry to burst your bubble that said the product work great our dryer pretty much stopped working and we were thinking we needed new one which wa seriously going to eat into my plastic surgery budget one last shot before trip to the appliance store wa this gardus linteater my husband who is not the handy one of the family had to do the work a have torn labrum which sound dirtier than it is thats part of your shoulder he the clumsiest man in the world had absolutely no problem using this warned him to read the direction first and he actually listened and followed he hooked it up to the drill and away he went he got bunch of musty wet lint that had probably been up inside the wall since probably consisting of bell bottom material and macram now our dryer actually dry clothes again and can continue to save for my facelift thank you gardus,"eats lint so, this is what life comes down to when you are 50 years old:  reviewing dryer vent cleaners while sitting at your kitchen table waiting for american idol.  this is not what i envisioned when i was 12, i can tell you that much.  you kids who think it won't happen to you?

it will.  sorry to burst your bubble.

that said, the product works great.  our dryer pretty much stopped working and we were thinking we needed a new one, which was seriously going to eat into my plastic surgery budget.  one last shot before a trip to the appliance store was this gardus linteater.  my husband, who is not the handy one of the family, had to do the work as i have a torn labrum.  (which sounds dirtier than it is - that's part of your shoulder.)  he, the clumsiest man in the world, had absolutely no problem using this.  i warned him to read the directions first, and he actually listened and followed.  he hooked it up to the drill, and away he went.  he got a bunch of musty, wet lint that had probably been up inside the wall since 1977  - probably consisting of bell bottom material and macram.

now our dryer actually dries clothes again, and i can continue to save for my facelift. thank you gardus.",Positive,0.8141,Neutral,0.09337822671156004,-2.0263969425540624,Negative
A1AJW9DILZFTQI,B008YDSH6E,5.0,Great deal and fast shipping!,Five Stars,Positive,5,Five Stars Great deal and fast shipping!,Five Stars Great deal and fast shipping!,five star great deal and fast shipping,five stars great deal and fast shipping!,Positive,0.6588,Positive,0.5,0.3072916666666667,Positive
AR3OHHHW01A8E,B00009W3PA,5.0,Good value for electric dryers,Perfect size,Positive,5,Perfect size Good value for electric dryers,Perfect size Good value for electric dryers,perfect size good value for electric dryer,perfect size good value for electric dryers,Positive,0.8402,Positive,0.85,1.2089285714285716,Positive
A13391AZAFJ67K,B004XLDE5A,5.0,very good,Five Stars,Positive,2,Five Stars very good,Five Stars very good,five star very good,five stars very good,Positive,0.4927,Positive,0.9099999999999999,0.7537202380952381,Positive
A34A1UP40713F8,B0015UGPWQ,4.0,I did not use the clamps but rather used the screw clamps I had .  Fits well and was the proper height.,Worked,Positive,22,Worked I did not use the clamps but rather used the screw clamps I had .  Fits well and was the proper height.,Worked I did not use the clamps but rather used the screw clamps I had .  Fits well and was the proper height.,worked did not use the clamp but rather used the screw clamp had fit well and wa the proper height,worked i did not use the clamps but rather used the screw clamps i had .  fits well and was the proper height.,Positive,0.2617,Positive,0.2,-0.028748013195381616,Neutral
A37DQO5LU8DXTV,B00570RQ0A,5.0,good,Five Stars,Positive,1,Five Stars good,Five Stars good,five star good,five stars good,Positive,0.4404,Positive,0.7,0.6287202380952381,Positive
A2OP8DEIIUESP,B00JGTUQJ6,5.0,Worked great. Tastes the same as the more expensive brand filters,Tastes great less cost,Positive,11,Tastes great less cost Worked great. Tastes the same as the more expensive brand filters,Tastes great less cost Worked great. Tastes the same as the more expensive brand filters,taste great less cost worked great taste the same a the more expensive brand filter,tastes great less cost worked great. tastes the same as the more expensive brand filters,Positive,0.8375,Positive,0.23888888888888893,1.1450066137566137,Positive
A2O7BWHBIV1HWZ,B00DM8JA7Q,5.0,worked great,Five Stars,Positive,2,Five Stars worked great,Five Stars worked great,five star worked great,five stars worked great,Positive,0.6249,Positive,0.8,0.32581018518518523,Positive
A3H61AMBJ177DG,B00W4YKCGC,5.0,as advertised.,Five Stars,Positive,2,Five Stars as advertised.,Five Stars as advertised.,five star a advertised,five stars as advertised.,Neutral,0.0,Neutral,0.0,0.015625,Neutral
A1AHW6I678O6F2,B0015UGPWQ,5.0,very nice product,Five Stars,Positive,3,Five Stars very nice product,Five Stars very nice product,five star very nice product,five stars very nice product,Positive,0.4754,Positive,0.78,0.7156250000000001,Positive
A25C30G90PKSQA,B0006GVNOA,3.0,"first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",good kit with some caveats,Neutral,242,"good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!","good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the HVAC pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",good kit with some caveat first thing first it work the kit is great in what it consists of and the price is just right think to call someone to clean my dryer vent got quoted from all the way up to buck so if you were able to do it yourself you will need to invest bit more in construction vacuum that cost about buck and start the saving basically from the second time you do it so whats with the my brush broke inside my vent while wa pulling it out and yes wa using drill all the piece came out except the round brush had to climb to my attic and push it from the other side to come out what wa supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic disassembling the hvac pipe so that can get in there and push down on the brush another minus for this kit is that while it is fairly bendy it will not go very smoothly through your flexible insulated pipe and most likely push the pipe out from it connector with all that said if your vent duct doesnt have to many bend and you want to take the risk maybe had defective kit that the brush broke you might save lot of money doing it yourself,"good kit with some caveats first thing first: it works. the kit is great in what it consists of and the price is just right i think. to call someone to clean my dryer vents i got quoted from 80 all the way up to 200 bucks. so if you were able to do it yourself you will need to invest a bit more in a ""construction"" vacuum that cost about 80-100 bucks and start the savings basically from the second time you do it.

so whats with the 3*? my brush broke inside my vent!!!! while i was pulling it out, and yes i was using a drill, all the pieces came out except the round brush. i had to climb to my attic and push it from the other side to come out... what was supposed to be an easy task ended up with me spending over an hour extra in climbing in my attic, disassembling the hvac pipe so that i can get in there and push down on the brush...

another minus for this kit is that while it is fairly bendy, it will not go very smoothly through your flexible insulated pipes and most likely push the pipe out from its connector.

with all that said, if your vent duct doesnt have to many bends, and you want to take the risk (maybe i had a defective kit that the brush broke), you might save a lot of money doing it yourself!",Positive,0.9056,Positive,0.2722297808012094,1.2104020223759686,Positive
A8WEXFRWX1ZHH,B0014CN8Y8,5.0,"I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!",A great device that has my dryer working well again. Simple instructions here.,Positive,322,"A great device that has my dryer working well again. Simple instructions here. I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!","A great device that has my dryer working well again. Simple instructions here. I bought this last October and finally got around to cleaning our 15-foot dryer duct run. It's just not the type of thing that's at the top of your list... like ""Wow, should I go see a movie, or clean our dryer duct?"" However, our dryer was drying slower and slower, and I knew it was a task that I needed to tackle, so I read the very long instruction book for this and began my work. The instructions really need to be re-written and simplified. My Sony TV has a smaller instruction manual. But I do appreciate the manufacturer's thoroughness. For those of you with short attention spans here's my quick start guide:

1. Screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. Stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. Attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. Make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. Read #4 again.
6. Turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. Push it in about a foot, then pull it out and watch the lint fly. Then push it in 2 feet and pull it out and watch the lint fly. Then 3 feet... etc.
7. Marvel at how much lint came out.
8. Marvel at how fast your dryer is and come write a review here.
9. Wash the clothes you were wearing when you did this because they are now covered in lint.

Hope this helps. It's a quick job and well worth it the trouble!",great device that ha my dryer working well again simple instruction here bought this last october and finally got around to cleaning our foot dryer duct run it just not the type of thing thats at the top of your list like wow should go see movie or clean our dryer duct however our dryer wa drying slower and slower and knew it wa task that needed to tackle so read the very long instruction book for this and began my work the instruction really need to be rewritten and simplified my sony tv ha smaller instruction manual but do appreciate the manufacturer thoroughness for those of you with short attention span here my quick start guide screw the rod together and use electrical or duct tape to reinforce the joint to keep them from unscrewing during your work stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting then increase power if you need it attached brush to other end of rod with supplied key wrench allen wrench and tighten make sure your drill is on clockwise not reverse mode or else the rod will unscrew inside your duct and youre screwed read again turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill push it in about foot then pull it out and watch the lint fly then push it in foot and pull it out and watch the lint fly then foot etc marvel at how much lint came out marvel at how fast your dryer is and come write review here wash the clothes you were wearing when you did this because they are now covered in lint hope this help it quick job and well worth it the trouble,"a great device that has my dryer working well again. simple instructions here. i bought this last october and finally got around to cleaning our 15-foot dryer duct run. it's just not the type of thing that's at the top of your list... like ""wow, should i go see a movie, or clean our dryer duct?"" however, our dryer was drying slower and slower, and i knew it was a task that i needed to tackle, so i read the very long instruction book for this and began my work. the instructions really need to be re-written and simplified. my sony tv has a smaller instruction manual. but i do appreciate the manufacturer's thoroughness. for those of you with short attention spans here's my quick start guide:

1. screw the rods together and use electrical or duct tape to reinforce the joints to keep them from unscrewing during your work.
2. stick one end of rod in your drill and set the clutch pretty close to the lowest or second lowest setting, then increase power if you need it.
3. attached brush to other end of rod with supplied key wrench / allen wrench and tighten.
4. make sure your drill is on clockwise - not reverse - mode or else the rods will unscrew inside your duct and you're screwed.
5. read #4 again.
6. turn dryer on air mode and then insert the brush in the pipe outside and begin spinning it by activating the drill. push it in about a foot, then pull it out and watch the lint fly. then push it in 2 feet and pull it out and watch the lint fly. then 3 feet... etc.
7. marvel at how much lint came out.
8. marvel at how fast your dryer is and come write a review here.
9. wash the clothes you were wearing when you did this because they are now covered in lint.

hope this helps. it's a quick job and well worth it the trouble!",Positive,0.9789,Positive,0.21173333333333333,-0.5068355351935081,Negative
A3LGZ8M29PBNGG,B000N6302Q,2.0,works great. we loved ours! till we didn't.  these do not last so buy the warranty as you WILL NEED IT.,"the five star posts are from new owners, the rest from disgruntle owners 6 months in with broken icemaker!",Negative,21,"the five star posts are from new owners, the rest from disgruntle owners 6 months in with broken icemaker! works great. we loved ours! till we didn't.  these do not last so buy the warranty as you WILL NEED IT.","the five star posts are from new owners, the rest from disgruntle owners 6 months in with broken icemaker! works great. we loved ours! till we didn't.  these do not last so buy the warranty as you WILL NEED IT.",the five star post are from new owner the rest from disgruntle owner month in with broken icemaker work great we loved ours till we didnt these do not last so buy the warranty a you will need it,"the five star posts are from new owners, the rest from disgruntle owners 6 months in with broken icemaker! works great. we loved ours! till we didn't.  these do not last so buy the warranty as you will need it.",Positive,0.7568,Positive,0.24727272727272726,0.058435199060199006,Positive
A2CIEGHZ7L1WWR,B004XLDHSE,5.0,Price and delivery was excellent.,Five Stars,Positive,5,Five Stars Price and delivery was excellent.,Five Stars Price and delivery was excellent.,five star price and delivery wa excellent,five stars price and delivery was excellent.,Positive,0.5719,Positive,1.0,1.096668956043956,Positive
A37DQO5LU8DXTV,B00470A1S0,5.0,"Sorry about that, I took too long to leave the feedback, you are an amazing businessman.
Thank you again.",you are an amazing businessman. Thank you again,Positive,19,"you are an amazing businessman. Thank you again Sorry about that, I took too long to leave the feedback, you are an amazing businessman.
Thank you again.","you are an amazing businessman. Thank you again Sorry about that, I took too long to leave the feedback, you are an amazing businessman.
Thank you again.",you are an amazing businessman thank you again sorry about that took too long to leave the feedback you are an amazing businessman thank you again,"you are an amazing businessman. thank you again sorry about that, i took too long to leave the feedback, you are an amazing businessman.
thank you again.",Positive,0.9022,Positive,0.16250000000000003,0.8833180708180708,Positive
A329823SXZ8IBE,B0042ACZU2,5.0,These filters worked great.  Unfortunately I can't say the same for the fridge.,Filters worked better than the fridge itself,Positive,13,Filters worked better than the fridge itself These filters worked great.  Unfortunately I can't say the same for the fridge.,Filters worked better than the fridge itself These filters worked great.  Unfortunately I can't say the same for the fridge.,filter worked better than the fridge itself these filter worked great unfortunately cant say the same for the fridge,filters worked better than the fridge itself these filters worked great.  unfortunately i can't say the same for the fridge.,Positive,0.6808,Positive,0.2,-0.19564694564694574,Negative
A2V0JXLJ9VCNNX,B00570RQ0A,5.0,washer washing,Five Stars,Positive,2,Five Stars washer washing,Five Stars washer washing,five star washer washing,five stars washer washing,Neutral,0.0,Neutral,0.0,0.054086538461538464,Positive
A2V0JXLJ9VCNNX,B00MGMWTQS,5.0,JUST RIGHT...,Five Stars,Positive,2,Five Stars JUST RIGHT...,Five Stars JUST RIGHT...,five star just right,five stars just right...,Neutral,0.0,Positive,0.2857142857142857,0.23229166666666667,Positive
A1HWFUO5PKB2RW,B00470A1S0,2.0,it will last 6 mouths and u get to do it agian,temp fix,Negative,12,temp fix it will last 6 mouths and u get to do it agian,temp fix it will last 6 mouths and u get to do it agian,temp fix it will last mouth and get to do it agian,temp fix it will last 6 mouths and u get to do it agian,Neutral,0.0,Neutral,0.0,-0.2260683760683761,Negative
A3LGZ8M29PBNGG,B000N6302Q,2.0,"Luved it for the few months it worked!  great little bullet shaped ice cubes. It was a gift for my sister who never opened the box.  The next summer during a heat wave I asked for my unused gift back, ha!, and was in heaven for a few months.  the next summer after a few weeks the unit gave out.called new air and it was over the one year mark so no warranty.  so my advice is do not buy without  extended warranty!",my advice is do not buy without  extended warranty!,Negative,83,"my advice is do not buy without  extended warranty! Luved it for the few months it worked!  great little bullet shaped ice cubes. It was a gift for my sister who never opened the box.  The next summer during a heat wave I asked for my unused gift back, ha!, and was in heaven for a few months.  the next summer after a few weeks the unit gave out.called new air and it was over the one year mark so no warranty.  so my advice is do not buy without  extended warranty!","my advice is do not buy without  extended warranty! Luved it for the few months it worked!  great little bullet shaped ice cubes. It was a gift for my sister who never opened the box.  The next summer during a heat wave I asked for my unused gift back, ha!, and was in heaven for a few months.  the next summer after a few weeks the unit gave out.called new air and it was over the one year mark so no warranty.  so my advice is do not buy without  extended warranty!",my advice is do not buy without extended warranty luved it for the few month it worked great little bullet shaped ice cube it wa gift for my sister who never opened the box the next summer during heat wave asked for my unused gift back ha and wa in heaven for few month the next summer after few week the unit gave outcalled new air and it wa over the one year mark so no warranty so my advice is do not buy without extended warranty,"my advice is do not buy without  extended warranty! luved it for the few months it worked!  great little bullet shaped ice cubes. it was a gift for my sister who never opened the box.  the next summer during a heat wave i asked for my unused gift back, ha!, and was in heaven for a few months.  the next summer after a few weeks the unit gave out.called new air and it was over the one year mark so no warranty.  so my advice is do not buy without  extended warranty!",Positive,0.91,Neutral,0.016540404040404046,-1.161745314870315,Negative
AJPRN1TD1A0SD,B000NCTOUM,2.0,cheap,Two Stars,Negative,1,Two Stars cheap,Two Stars cheap,two star cheap,two stars cheap,Neutral,0.0,Positive,0.4,0.015625,Neutral
A13391AZAFJ67K,B001DHLGOS,5.0,good,Five Stars,Positive,1,Five Stars good,Five Stars good,five star good,five stars good,Positive,0.4404,Positive,0.7,0.6287202380952381,Positive
ALZOND1IEW8KS,B00JGTUQJ6,5.0,Tastes like the original filter I bought. But costs a lot less.,Good product,Positive,12,Good product Tastes like the original filter I bought. But costs a lot less.,Good product Tastes like the original filter I bought. But costs a lot less.,good product taste like the original filter bought but cost lot less,good product tastes like the original filter i bought. but costs a lot less.,Positive,0.5187,Positive,0.30277777777777776,0.40773809523809534,Positive
A13391AZAFJ67K,B0056I99WG,5.0,good,Five Stars,Positive,1,Five Stars good,Five Stars good,five star good,five stars good,Positive,0.4404,Positive,0.7,0.6287202380952381,Positive
A34A1UP40713F8,B000NCTOUM,4.0,A spare thermofuse.  Two years ago my dryer spun but there was no heat.  I got a service tech undid the back and changed it in seconds.  So I decided for the price I ordered a spare just in case.,A spare thermofuse. Two years ago my dryer spun ...,Positive,40,A spare thermofuse. Two years ago my dryer spun ... A spare thermofuse.  Two years ago my dryer spun but there was no heat.  I got a service tech undid the back and changed it in seconds.  So I decided for the price I ordered a spare just in case.,A spare thermofuse. Two years ago my dryer spun ... A spare thermofuse.  Two years ago my dryer spun but there was no heat.  I got a service tech undid the back and changed it in seconds.  So I decided for the price I ordered a spare just in case.,spare thermofuse two year ago my dryer spun spare thermofuse two year ago my dryer spun but there wa no heat got service tech undid the back and changed it in second so decided for the price ordered spare just in case,a spare thermofuse. two years ago my dryer spun ... a spare thermofuse.  two years ago my dryer spun but there was no heat.  i got a service tech undid the back and changed it in seconds.  so i decided for the price i ordered a spare just in case.,Negative,-0.4215,Neutral,0.0,-0.49683302808302804,Negative
A2HDUVKXR5CM7H,B001DPQPKU,5.0,"works great and very quiet, much quieter than original motor in hood fan and faster. would recommend to any one needs a fan motor",works great,Positive,24,"works great works great and very quiet, much quieter than original motor in hood fan and faster. would recommend to any one needs a fan motor","works great works great and very quiet, much quieter than original motor in hood fan and faster. would recommend to any one needs a fan motor",work great work great and very quiet much quieter than original motor in hood fan and faster would recommend to any one need fan motor,"works great works great and very quiet, much quieter than original motor in hood fan and faster. would recommend to any one needs a fan motor",Positive,0.9485,Positive,0.43499999999999994,0.8609427609427609,Positive
A2OP8DEIIUESP,B00JGTUQJ6,5.0,First time I used this brand. But will buy it again. Worked just like all the others I have bought in the past,water tastes great,Positive,23,water tastes great First time I used this brand. But will buy it again. Worked just like all the others I have bought in the past,water tastes great First time I used this brand. But will buy it again. Worked just like all the others I have bought in the past,water taste great first time used this brand but will buy it again worked just like all the others have bought in the past,water tastes great first time i used this brand. but will buy it again. worked just like all the others i have bought in the past,Positive,0.7003,Positive,0.26666666666666666,1.226695210247842,Positive
A26M3TN8QICJ3K,B00570RQ0A,5.0,Excellent! Exactly what I needed.,Five Stars,Positive,5,Five Stars Excellent! Exactly what I needed.,Five Stars Excellent! Exactly what I needed.,five star excellent exactly what needed,five stars excellent! exactly what i needed.,Positive,0.6114,Positive,0.625,1.0989583333333335,Positive
ALZOND1IEW8KS,B00JGTUQJ6,5.0,Filter works just like the more expensive filters,works great,Positive,8,works great Filter works just like the more expensive filters,works great Filter works just like the more expensive filters,work great filter work just like the more expensive filter,works great filter works just like the more expensive filters,Positive,0.765,Positive,0.26666666666666666,0.948442760942761,Positive
A6FPI5CM4W5WB,B00MGMWTQS,5.0,Great,Great,Positive,1,Great Great,Great Great,great great,great great,Positive,0.8481,Positive,0.8,0.5833333333333334,Positive
A1LN48DHHCKLR3,B001DHLGOS,5.0,received ok,Five Stars,Positive,2,Five Stars received ok,Five Stars received ok,five star received ok,five stars received ok,Positive,0.296,Positive,0.5,0.47716346153846156,Positive
A1AHW6I678O6F2,B001769IVI,5.0,a must for washers,Five Stars,Positive,4,Five Stars a must for washers,Five Stars a must for washers,five star must for washer,five stars a must for washers,Neutral,0.0,Neutral,0.0,0.015625,Neutral
A26M3TN8QICJ3K,B004XLDE5A,5.0,Excellent! Exactly what I needed.,Five Stars,Positive,5,Five Stars Excellent! Exactly what I needed.,Five Stars Excellent! Exactly what I needed.,five star excellent exactly what needed,five stars excellent! exactly what i needed.,Positive,0.6114,Positive,0.625,1.0989583333333335,Positive
A8R48NKTGCJDQ,B0015UGPWQ,5.0,Fits perfectly,Five Stars,Positive,2,Five Stars Fits perfectly,Five Stars Fits perfectly,five star fit perfectly,five stars fits perfectly,Positive,0.6369,Positive,0.7,0.5711805555555556,Positive
AVGG8CYK8K312,B00W4YKCGC,5.0,I use these regular on my jobs I love the pricing too,Five Stars,Positive,12,Five Stars I use these regular on my jobs I love the pricing too,Five Stars I use these regular on my jobs I love the pricing too,five star use these regular on my job love the pricing too,five stars i use these regular on my jobs i love the pricing too,Positive,0.6369,Positive,0.25,0.4763621794871795,Positive
